RED Data
952.0,946.0,950.0,940.0,954.0,953.0,952.0,952.0,953.0,945.0,945.0,941.0,953.0,949.0,945.0,953.0,945.0,946.0,946.0,949.0,943.0,951.0,941.0,953.0,940.0,951.0,941.0,948.0,941.0,953.0,949.0,946.0,948.0,952.0,943.0,946.0,946.0,950.0,943.0,942.0,948.0,944.0,943.0,949.0,941.0,946.0,954.0,944.0,940.0,951.0,949.0,946.0,949.0,944.0,949.0,947.0,949.0,946.0,956.0,955.0,942.0,946.0,944.0,948.0
950.8,949.5999999999995,944.375,946.4375,954.4375,952.4375,951.875,953.0,949.0625,944.75,942.25,947.0,952.0,946.25,949.25,949.4375,945.0,945.875,947.875,945.6875,947.25,945.75,947.1875,946.5625,945.3125,946.25,944.3125,944.1875,946.8125,951.9375,947.125,946.5625,950.6875,947.5625,943.9375,945.9375,948.4375,946.8125,941.6875,945.1875,946.4375,942.875,946.4375,945.0625,942.5,950.9375,949.75,940.6875,945.375,950.875,947.1875,947.625,946.375,946.3125,948.1875,948.0625,947.0,950.875,956.9375,948.1875,943.3125,945.0,945.7999999999995,947.3999999999991
34660.0,82720.0,47375.0,36179.0,62876.0,83712.0,96443.0,105997.0,111264.0,64985.0,41716.0,51992.0,83430.0,108860.0,115950.0,116642.0,115518.0,116609.0,119178.0,120932.0,121644.0,122060.0,122251.0,121977.0,121944.0,122034.0,122230.0,122316.0,122696.0,122835.0,122857.0,122744.0,122783.0,122758.0,122508.0,122570.0,122584.0,122765.0,122721.0,122426.0,122419.0,122430.0,122242.0,122180.0,122136.0,121980.0,121897.0,121840.0,121779.0,121706.0,121674.0,121578.0,121498.0,121380.0,121262.0,121063.0,120818.0,120773.0,120854.0,120974.0,120927.0,120894.0,120891.0,121045.0
40037.69999999994,66586.89999999995,37899.375,47525.5,74166.875,90782.625,101686.5,112120.0625,89908.0,49815.8125,43434.8125,66763.875,97666.75,113951.125,116809.375,116055.0625,115832.6875,117852.0625,120171.0625,121371.625,121884.5625,122198.625,122128.0,121937.75,121974.6875,122132.25,122261.5,122502.6875,122787.875,122861.75,122799.4375,122758.0,122788.5625,122627.5625,122522.5,122569.5625,122678.125,122772.75,122571.1875,122403.375,122435.8125,122340.5625,122202.0,122163.875,122060.4375,121932.3125,121867.125,121810.5,121740.6875,121691.4375,121629.0,121539.375,121441.375,121326.0625,121170.4375,120930.875,120775.125,120803.1875,120922.0,120960.0625,120907.75,120880.8125,120910.04999999996,121038.64999999994
120929.0,120935.0,120940.0,120941.0,120911.0,120899.0,120879.0,120838.0,120849.0,120807.0,120867.0,120895.0,120880.0,120856.0,120798.0,120685.0,120684.0,120741.0,120752.0,120785.0,120780.0,120819.0,120809.0,120832.0,120825.0,120819.0,120818.0,120807.0,120784.0,120747.0,120684.0,120627.0,120662.0,120673.0,120696.0,120682.0,120674.0,120661.0,120620.0,120603.0,120582.0,120560.0,120536.0,120509.0,120504.0,120470.0,120441.0,120419.0,120386.0,120394.0,120379.0,120362.0,120351.0,120308.0,120288.0,120235.0,120220.0,120206.0,120226.0,120264.0,120253.0,120271.0,120274.0,120271.0
120928.84999999996,120935.44999999995,120942.6875,120926.8125,120904.375,120890.8125,120856.5625,120843.5625,120824.9375,120832.625,120885.6875,120890.75,120870.6875,120832.5625,120737.9375,120673.875,120711.75,120748.0,120769.5,120782.125,120799.8125,120815.0,120820.3125,120830.3125,120821.625,120818.8125,120813.875,120797.125,120768.0,120716.75,120649.375,120640.25,120668.25,120686.0625,120690.9375,120677.9375,120669.5625,120640.75,120610.25,120592.8125,120571.1875,120548.3125,120521.3125,120506.9375,120488.5,120454.75,120430.25,120400.625,120388.875,120388.0625,120370.25,120358.125,120330.0625,120298.625,120261.1875,120225.0625,120210.8125,120212.75,120246.9375,120259.75,120261.125,120273.8125,120275.34999999993,120270.54999999992
119704.0,119501.0,119647.0,120018.0,120336.0,120480.0,120487.0,120414.0,120356.0,120266.0,120244.0,120246.0,120302.0,120547.0,119227.0,119833.0,56792.0,24208.0,35350.0,51687.0,39871.0,49053.0,66989.0,76777.0,103415.0,117927.0,119146.0,120665.0,120902.0,121412.0,121942.0,121842.0,121626.0,122082.0,122619.0,122825.0,122958.0,123019.0,122966.0,123037.0,123127.0,123081.0,123053.0,123053.0,123114.0,123122.0,123171.0,123293.0,123413.0,123440.0,123512.0,123564.0,123589.0,123546.0,123504.0,123610.0,123689.0,123800.0,123757.0,123621.0,123702.0,123684.0,123512.0,123549.0
119697.80000000005,119519.59999999999,119821.75,120191.1875,120427.4375,120497.0625,120454.5625,120386.0625,120308.75,120249.25,120240.125,120258.8125,120510.5,119864.4375,123387.5625,90386.875,35863.5625,26721.4375,44953.375,46226.1875,42602.5,57983.125,71339.125,89800.75,112259.6875,119348.5625,119966.875,120846.5625,121138.6875,121715.125,121938.625,121699.25,121806.9375,122366.125,122747.25,122900.5625,123000.125,122991.875,122992.5625,123089.3125,123111.375,123064.125,123047.4375,123083.0,123118.75,123139.375,123227.5625,123358.9375,123429.5,123474.4375,123540.9375,123582.4375,123571.6875,123515.6875,123549.4375,123649.1875,123752.125,123793.9375,123681.25,123654.125,123708.8125,123594.5625,123566.44999999991,123530.84999999992
123448.0,123420.0,123450.0,123442.0,123402.0,123375.0,123449.0,123393.0,123436.0,123495.0,123466.0,123469.0,123437.0,123459.0,123517.0,123461.0,123464.0,123491.0,123534.0,123511.0,123518.0,123530.0,123538.0,123562.0,123555.0,123537.0,123505.0,123460.0,123499.0,123506.0,123457.0,123444.0,123493.0,123520.0,123524.0,123522.0,123502.0,123470.0,123492.0,123484.0,123427.0,123415.0,123423.0,123418.0,123442.0,123427.0,123361.0,123361.0,123398.0,123373.0,123372.0,123335.0,123327.0,123330.0,123323.0,123338.0,123306.0,123260.0,123278.0,123294.0,123293.0,123257.0,123253.0,123248.0
123443.19999999998,123434.39999999995,123450.375,123423.1875,123381.375,123413.8125,123422.9375,123407.3125,123470.0,123484.0,123467.6875,123451.8125,123442.375,123492.875,123492.4375,123457.3125,123475.0,123515.625,123524.75,123512.3125,123523.9375,123533.25,123550.9375,123561.125,123547.5625,123522.6875,123478.0625,123476.25,123508.0,123482.75,123444.375,123466.0,123509.3125,123523.8125,123524.5,123513.875,123483.375,123479.5,123492.9375,123455.75,123416.9375,123418.5625,123419.5,123430.625,123440.125,123393.0625,123354.5625,123381.0625,123387.875,123373.25,123353.9375,123328.5,123328.4375,123325.75,123332.0625,123325.8125,123279.875,123265.125,123287.1875,123296.75,123275.1875,123253.0625,123248.04999999992,123249.64999999992
